iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
AFG,Asia,Afghanistan,2020-05-21,8677.0,531.0,433.857,194.0,6.0,8.286,222.897,13.64,11.145,4.984,0.154,0.213,1.37,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-05-22,9219.0,542.0,452.143,206.0,12.0,7.571,236.82,13.923,11.615,5.292,0.308,0.194,1.36,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-05-23,10001.0,782.0,514.0,217.0,11.0,7.0,256.908,20.088,13.204,5.574,0.283,0.18,1.35,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-05-24,10585.0,584.0,560.0,219.0,2.0,7.0,271.91,15.002,14.385,5.626,0.051,0.18,1.32,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-05-25,11176.0,591.0,586.143,220.0,1.0,6.714,287.092,15.182,15.057,5.651,0.026,0.172,1.3,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-05-26,11834.0,658.0,597.143,221.0,1.0,6.143,303.994,16.903,15.34,5.677,0.026,0.158,1.28,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-05-27,12459.0,625.0,616.143,228.0,7.0,5.714,320.05,16.055,15.828,5.857,0.18,0.147,1.26,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-05-28,13039.0,580.0,623.143,236.0,8.0,6.0,334.949,14.899,16.007,6.062,0.206,0.154,1.24,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-05-29,13662.0,623.0,634.714,247.0,11.0,5.857,350.953,16.004,16.305,6.345,0.283,0.15,1.23,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-05-30,14528.0,866.0,646.714,250.0,3.0,4.714,373.199,22.246,16.613,6.422,0.077,0.121,1.22,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-05-31,15208.0,680.0,660.429,258.0,8.0,5.571,390.667,17.468,16.965,6.628,0.206,0.143,1.19,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-01,15753.0,545.0,653.857,266.0,8.0,6.571,404.667,14.0,16.796,6.833,0.206,0.169,1.17,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-02,16512.0,759.0,668.286,274.0,8.0,7.571,424.164,19.497,17.167,7.039,0.206,0.194,1.16,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-03,17270.0,758.0,687.286,298.0,24.0,10.0,443.636,19.472,17.655,7.655,0.617,0.257,1.14,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-04,18057.0,787.0,716.857,304.0,6.0,9.714,463.852,20.217,18.415,7.809,0.154,0.25,1.13,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-05,18972.0,915.0,758.571,313.0,9.0,9.429,487.357,23.505,19.486,8.04,0.231,0.242,1.11,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-06,19554.0,582.0,718.0,331.0,18.0,11.571,502.308,14.951,18.444,8.503,0.462,0.297,1.08,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-07,20345.0,791.0,733.857,361.0,30.0,14.714,522.627,20.319,18.851,9.273,0.771,0.378,1.06,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-08,20920.0,575.0,738.143,373.0,12.0,15.286,537.398,14.771,18.962,9.582,0.308,0.393,1.04,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-09,21462.0,542.0,707.143,388.0,15.0,16.286,551.321,13.923,18.165,9.967,0.385,0.418,1.02,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-10,22146.0,684.0,696.571,409.0,21.0,15.857,568.891,17.571,17.894,10.506,0.539,0.407,1.01,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-11,22894.0,748.0,691.0,430.0,21.0,18.0,588.106,19.215,17.751,11.046,0.539,0.462,1.0,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-12,23550.0,656.0,654.0,450.0,20.0,19.571,604.958,16.851,16.8,11.56,0.514,0.503,0.98,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-13,24106.0,556.0,650.286,455.0,5.0,17.714,619.24,14.283,16.705,11.688,0.128,0.455,0.96,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-14,24770.0,664.0,632.143,475.0,20.0,16.286,636.297,17.057,16.239,12.202,0.514,0.418,0.95,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-15,25531.0,761.0,658.714,482.0,7.0,15.571,655.846,19.549,16.921,12.382,0.18,0.4,0.94,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-16,26314.0,783.0,693.143,495.0,13.0,15.286,675.96,20.114,17.806,12.716,0.334,0.393,0.92,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-17,26878.0,564.0,676.0,508.0,13.0,14.143,690.448,14.488,17.365,13.05,0.334,0.363,0.89,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-18,27536.0,658.0,663.143,550.0,42.0,17.143,707.351,16.903,17.035,14.129,1.079,0.44,0.87,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-19,27882.0,346.0,618.857,552.0,2.0,14.571,716.239,8.888,15.897,14.18,0.051,0.374,0.84,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-20,28428.0,546.0,617.429,573.0,21.0,16.857,730.265,14.026,15.861,14.719,0.539,0.433,0.82,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-21,28837.0,409.0,581.0,585.0,12.0,15.714,740.771,10.506,14.925,15.028,0.308,0.404,0.8,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-22,29147.0,310.0,516.571,597.0,12.0,16.429,748.735,7.963,13.27,15.336,0.308,0.422,0.79,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-23,29471.0,324.0,451.0,617.0,20.0,17.429,757.058,8.323,11.585,15.85,0.514,0.448,0.77,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-24,29705.0,234.0,403.857,638.0,21.0,18.571,763.069,6.011,10.374,16.389,0.539,0.477,0.76,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-25,30165.0,460.0,375.571,674.0,36.0,17.714,774.885,11.817,9.648,17.314,0.925,0.455,0.76,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-26,30441.0,276.0,365.571,682.0,8.0,18.571,781.975,7.09,9.391,17.519,0.206,0.477,0.75,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-27,30606.0,165.0,311.143,716.0,34.0,20.429,786.214,4.239,7.993,18.393,0.873,0.525,0.75,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-28,30957.0,351.0,302.857,728.0,12.0,20.429,795.23,9.017,7.78,18.701,0.308,0.525,0.75,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-29,31228.0,271.0,297.286,740.0,12.0,20.429,802.192,6.962,7.637,19.009,0.308,0.525,0.76,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-06-30,31507.0,279.0,290.857,752.0,12.0,19.286,809.359,7.167,7.472,19.318,0.308,0.495,0.76,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-01,31826.0,319.0,303.0,780.0,28.0,20.286,817.553,8.195,7.784,20.037,0.719,0.521,0.76,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-02,32012.0,186.0,263.857,809.0,29.0,19.286,822.331,4.778,6.778,20.782,0.745,0.495,0.76,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-03,32314.0,302.0,267.571,821.0,12.0,19.857,830.089,7.758,6.873,21.09,0.308,0.51,0.77,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-04,32662.0,348.0,293.714,828.0,7.0,16.0,839.029,8.94,7.545,21.27,0.18,0.411,0.77,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-05,32941.0,279.0,283.429,866.0,38.0,19.714,846.196,7.167,7.281,22.246,0.976,0.506,0.77,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-06,33180.0,239.0,278.857,900.0,34.0,22.857,852.335,6.139,7.163,23.119,0.873,0.587,0.76,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-07,33374.0,194.0,266.714,922.0,22.0,24.286,857.319,4.984,6.851,23.685,0.565,0.624,0.75,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-08,33584.0,210.0,251.143,939.0,17.0,22.714,862.713,5.395,6.451,24.121,0.437,0.583,0.75,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-09,33898.0,314.0,269.429,959.0,20.0,21.429,870.779,8.066,6.921,24.635,0.514,0.55,0.75,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-10,34184.0,286.0,267.143,973.0,14.0,21.714,878.126,7.347,6.862,24.995,0.36,0.558,0.74,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-11,34356.0,172.0,242.0,996.0,23.0,24.0,882.545,4.418,6.217,25.585,0.591,0.617,0.73,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-12,34441.0,85.0,214.286,1012.0,16.0,20.857,884.728,2.183,5.505,25.996,0.411,0.536,0.72,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-13,34595.0,154.0,202.143,1040.0,28.0,20.0,888.684,3.956,5.193,26.716,0.719,0.514,0.71,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-14,34730.0,135.0,193.714,1064.0,24.0,20.286,892.152,3.468,4.976,27.332,0.617,0.521,0.71,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-15,34984.0,254.0,200.0,1096.0,32.0,22.429,898.677,6.525,5.138,28.154,0.822,0.576,0.71,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-16,35060.0,76.0,166.0,1117.0,21.0,22.571,900.629,1.952,4.264,28.694,0.539,0.58,0.7,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-17,35219.0,159.0,147.857,1149.0,32.0,25.143,904.714,4.084,3.798,29.516,0.822,0.646,0.7,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-18,35279.0,60.0,131.857,1166.0,17.0,24.286,906.255,1.541,3.387,29.952,0.437,0.624,0.7,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-19,35453.0,174.0,144.571,1183.0,17.0,24.429,910.725,4.47,3.714,30.389,0.437,0.628,0.7,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-20,35493.0,40.0,128.286,1185.0,2.0,20.714,911.752,1.028,3.295,30.441,0.051,0.532,0.7,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-21,35605.0,112.0,125.0,1188.0,3.0,17.714,914.629,2.877,3.211,30.518,0.077,0.455,0.71,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-22,35717.0,112.0,104.714,1192.0,4.0,13.714,917.506,2.877,2.69,30.62,0.103,0.352,0.72,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-23,35918.0,201.0,122.571,1213.0,21.0,13.714,922.67,5.163,3.149,31.16,0.539,0.352,0.73,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-24,35978.0,60.0,108.429,1227.0,14.0,11.143,924.211,1.541,2.785,31.519,0.36,0.286,0.72,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-25,36026.0,48.0,106.714,1249.0,22.0,11.857,925.444,1.233,2.741,32.085,0.565,0.305,0.72,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-26,36147.0,121.0,99.143,1261.0,12.0,11.143,928.552,3.108,2.547,32.393,0.308,0.286,0.73,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-27,36253.0,106.0,108.571,1271.0,10.0,12.286,931.275,2.723,2.789,32.65,0.257,0.316,0.73,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-28,36358.0,105.0,107.571,1272.0,1.0,12.0,933.973,2.697,2.763,32.675,0.026,0.308,0.74,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-29,36463.0,105.0,106.571,1273.0,1.0,11.571,936.67,2.697,2.738,32.701,0.026,0.297,0.74,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-30,36532.0,69.0,87.714,1283.0,10.0,10.0,938.442,1.772,2.253,32.958,0.257,0.257,0.73,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-07-31,36665.0,133.0,98.143,1284.0,1.0,8.143,941.859,3.417,2.521,32.984,0.026,0.209,0.73,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-08-01,36700.0,35.0,96.286,1285.0,1.0,5.143,942.758,0.899,2.473,33.009,0.026,0.132,0.72,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-08-02,36701.0,1.0,79.143,1286.0,1.0,3.571,942.784,0.026,2.033,33.035,0.026,0.092,0.71,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-08-03,36737.0,36.0,69.143,1290.0,4.0,2.714,943.708,0.925,1.776,33.138,0.103,0.07,0.73,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-08-04,36773.0,36.0,59.286,1290.0,0.0,2.571,944.633,0.925,1.523,33.138,0.0,0.066,0.75,,,,,,,,,,,,,,,,,,,,,,,75.0,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-08-05,36820.0,47.0,51.0,1296.0,6.0,3.286,945.84,1.207,1.31,33.292,0.154,0.084,0.77,,,,,,,,,,,,,,,,,,,,,,,71.3,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-08-06,36928.0,108.0,56.571,1301.0,5.0,2.571,948.615,2.774,1.453,33.42,0.128,0.066,0.8,,,,,,,,,,,,,,,,,,,,,,,71.3,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-08-07,37006.0,78.0,48.714,1310.0,9.0,3.714,950.618,2.004,1.251,33.652,0.231,0.095,0.81,,,,,,,,,,,,,,,,,,,,,,,71.3,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-08-08,37046.0,40.0,49.429,1315.0,5.0,4.286,951.646,1.028,1.27,33.78,0.128,0.11,0.82,,,,,,,,,,,,,,,,,,,,,,,71.3,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-08-09,37083.0,37.0,54.571,1321.0,6.0,5.0,952.596,0.95,1.402,33.934,0.154,0.128,0.84,,,,,,,,,,,,,,,,,,,,,,,71.3,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-08-10,37153.0,70.0,59.429,1329.0,8.0,5.571,954.395,1.798,1.527,34.14,0.206,0.143,0.86,,,,,,,,,,,,,,,,,,,,,,,71.3,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-08-11,37260.0,107.0,69.571,1346.0,17.0,8.0,957.143,2.749,1.787,34.576,0.437,0.206,0.87,,,,,,,,,,,,,,,,,,,,,,,71.3,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-08-12,37336.0,76.0,73.714,1356.0,10.0,8.571,959.096,1.952,1.894,34.833,0.257,0.22,0.88,,,,,,,,,,,,,,,,,,,,,,,71.3,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-08-13,37422.0,86.0,70.571,1365.0,9.0,9.143,961.305,2.209,1.813,35.064,0.231,0.235,0.87,,,,,,,,,,,,,,,,,,,,,,,71.3,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-08-14,37497.0,75.0,70.143,1370.0,5.0,8.571,963.231,1.927,1.802,35.193,0.128,0.22,0.87,,,,,,,,,,,,,,,,,,,,,,,71.3,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
AFG,Asia,Afghanistan,2020-08-15,37542.0,45.0,70.857,1371.0,1.0,8.0,964.387,1.156,1.82,35.219,0.026,0.206,0.85,,,,,,,,,,,,,,,,,,,,,,,60.19,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.498
